building_address,tenant_name,occupancy_status,availability_status,retail_type,retail_sub_type,retailer_footprint,retail_price_point,retailer_heritage,retailer_value,retailer_occurence,location_quality,premise_quality,quality_ranking,class_mix,corner_store,percent_of_bldg_retail,premise_type,basement_sf,ground_fl_sf,mezzazine,upper_fl_sf,step_up_or_down,number_of_retail_stories,street_frontage,approx_retail_sf,street_frontage_ratio,ceiling,contains_retail,submarket,total_number_of_retail_space,total_retail_space,zip_code,xcord,ycord,building_status,borocode,borough,bbl,block,lot,frequency_of_demand,location_appearance,walkability_score,viability_score,demographic,zip_code_from,zip_code_to,submarket_health_index,gentrifcation_score,footfall_index,block_appeal,target_shopper_profile,stability_index,growth_index,retailer_viability,venting,social_media,total_bldg_front,active
174 Bleecker Street ,Old Tbilisi ,Occupied,Unavailable,Restaurant & Bar,Restaurant,"Independent local, Local Chain",$$,European,Traditional,,3 - High Quality,2 - Average,5,Good,No,100 ,Street Frontage,0,1212,0,0,None,1,35,1212,34.6285714285714,Standard,Yes,NoHo,1,1212,10012,984018,204777,Existing,1,Manhattan,1-526-62,526,62,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,
132 West Houston Street ,Miss Lily's ,Occupied,Unavailable,Restaurant & Bar,Restaurant,"Independent local, Local Chain",$$,South American,,,2 - Average,2 - Average,4,Average,No,100 ,Street Frontage,0,1515,0,0,None,1,15,1515,101,Standard,Yes,NoHo,1,1515,10012,983873,204498,Existing,1,Manhattan,1-526-76,526,76,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,
134 West Houston Street , Vacant (Construction),Vacant,Unavailable,,,,,,,,2 - Average,2 - Average,4,Average,No,100 ,Street Frontage,0,685,0,0,Step down,1,15,685,45.6666666666667,Standard,Yes,NoHo,1,685,10012,983856,204509,Under Construction,1,Manhattan,1-526-77,526,77,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,
136 West Houston Street ,Vacant Constructiom,Vacant,Unavailable,,,,,,,,2 - Average,1- Low End,3,Average,No,100 ,Street Frontage,0,880,0,0,Step down,1,25,880,35.2,Standard,Yes,NoHo,1,880,10012,983838,204520,Existing,1,Manhattan,1-526-78,526,78,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,
142 West Houston Street,Taverna Da Marcella,Occupied,Available,Restaurant & Bar,Restaurant,"Independent local, Local Chain",$$,European,,,2 - Average,2 - Average,4,Average,No,100 ,Street Frontage,0,1000,0,0,None,1,15,1000,66.6666666666667,Standard,Yes,NoHo,1,855,10012,983789,204553,Existing,1,Manhattan,1-526-81,526,81,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,
144 West Houston Street ,Rafetto's Fresh Pasta ,Occupied,Unavailable,Grocery,"Butcher, Bakery, Seafood, Cheese, Chocolate, Tea & Coffee, Other Specialized Food","Independent local, Local Chain",$$,European,,,2 - Average,2 - Average,4,Average,No,100 ,Street Frontage,,815,,,None,1,20,815,40.75,Standard,Yes,NoHo,1,815,10012,983771,204565,Existing,1,Manhattan,1-526-82,526,82,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,
178 West Houston ,Peaceful Garden,Occupied,Unavailable,Personal Services,Spa,"Independent local, Local Chain",$,North American,,,2 - Average,1- Low End,3,Average,No,100 ,Street Frontage,900,0,0,0,None,1,,900,?,Standard,Yes,West Village,1,900,10014,983438,204783,Existing,1,Manhattan,1-527-49,527,49,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,
54 Carmine Street,Market Table,Occupied,Unavailable,Restaurant & Bar,Restaurant,"Independent local, Local Chain",$$,North American,,,2 - Average,2 - Average,4,Average,No,100 ,Street Frontage,,1200,,,None,1,60,1200,20,Standard,Yes,West Village,1,1200,10014,983220,205132,Existing,1,Manhattan,1-527-53,527,53,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,
50 Carmine Street,Jacks Wife Freda,Occupied,Unavailable,Restaurant & Bar,Cafe,"Independent local, Local Chain",$$,North American,,,2 - Average,2 - Average,4,Average,No,100 ,Street Frontage,0,1500,0,0,None,1,20,1500,75,Standard,Yes,West Village,1,1500,10014,983280,205157,Existing,1,Manhattan,1-527-57,527,57,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,
48 Carmine Street ,Potjanee Thai Restaurant ,Occupied,Unavailable,Restaurant & Bar,Restaurant,"Independent local, Local Chain",$$,Asian,,,2 - Average,2 - Average,4,Average,No,100 ,Street Frontage,0,935,0,0,None,1,15,935,62.3333333333333,Standard,Yes,West Village,1,935,10014,983301,205166,Existing,1,Manhattan,1-527-58,527,58,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,
44 Carmine Street ,Vacant,Vacant,Available,Blank,,Blank,,Blank,,,2 - Average,2 - Average,4,Average,No,100 ,Street Frontage,0,612,0,0,None,1,15,612,40.8,Standard,Yes,West Village,1,612,10014,983336,205180,Existing,1,Manhattan,1-527-60,527,60,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,
42 Carmine Street ,Kelly NYC Custom Guitars,Occupied,Unavailable,"Toys, Hobbies",Hobbies,"Independent local, Local Chain",$$,North American,,,2 - Average,2 - Average,4,Average,No,100 ,Street Frontage,0,1520,0,0,None,1,15,1520,101.333333333333,Standard,Yes,West Village,1,1520,10014,983352,205187,Existing,1,Manhattan,1-527-61,527,61,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,
40 Carmine Street,Carma,Occupied,Unavailable,Restaurant & Bar,"Bar, Lounge, Club","Independent local, Local Chain",$$,North American,,,2 - Average,2 - Average,4,Average,No,100 ,Street Frontage,0,645,0,0,None,1,30,645,21.5,Standard,Yes,West Village,1,645,10014,983376,205202,Existing,1,Manhattan,1-527-62,527,62,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,
30 Carmine Street A,Maza,Occupied,Unavailable,Grocery,"Butcher, Bakery, Seafood, Cheese, Chocolate, Tea & Coffee, Other Specialized Food","Independent local, Local Chain",$$,North American,,,3 - High Quality,2 - Average,5,Good,No,50 ,Street Frontage,0,750,0,0,None,1,10,750,75,Standard,Yes,West Village,1,610,10014,983465,205236,Existing,1,Manhattan,1-527-68,527,68,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,
46 Carmine Street ,Vacant,Vacant,Unavailable,,,,,,,,2 - Average,2 - Average,4,Average,No,100 ,Street Frontage,0,505,0,0,None,1,15,505,33.6666666666667,Standard,Yes,West Village,1,505,10014,983319,205173,Existing,1,Manhattan,1-527-7502,527,7502,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,
281 Avenue of the Americas,Vacant,Vacant,Available,,,,,,,,3 - High Quality,2 - Average,5,Good,No,100 ,Street Frontage,0,1742,0,0,None,1,25,1742,69.68,Standard,Yes,West Village,1,1742,10014,983550,205219,Existing,1,Manhattan,1-527-76,527,76,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,
15 Downing Street,Studio 65,Occupied,Unavailable,Gallery,Art,"Independent local, Local Chain",$$,North American,,,2 - Average,2 - Average,4,Average,No,100 ,Street Frontage,0,1594,0,0,None,1,15,1594,106.266666666667,Standard,Yes,West Village,1,1594,10014,983423,205137,Existing,1,Manhattan,1-527-85,527,85,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,
21 Downing Street,Vacant,Vacant,Available,Blank,,Blank,,Blank,,,2 - Average,2 - Average,4,Average,No,100 ,Street Frontage,0,725,0,0,None,1,15,725,48.3333333333333,Standard,Yes,West Village,1,725,10014,983372,205111,Existing,1,Manhattan,1-527-88,527,88,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,
25 Downing Street,Village Chiropractic Center,Occupied,Unavailable,Medical Services,Medical Services,"Independent local, Local Chain",$$,North American,,,2 - Average,1- Low End,3,Average,No,100 ,Street Frontage,750,0,0,0,Step down,1,,750,?,Standard,Yes,West Village,1,750,10014,983336,205097,Existing,1,Manhattan,1-527-90,527,90,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,
644 Broadway ,Atrium ,Occupied,Unavailable,Apparel,Clothing,Regional Chain,$$$$,North American,,,3 - High Quality,3 - High Quality,6,Prime,Yes,100 ,Street Frontage,0,6883,0,0,None,1,85,6883,80.9764705882353,High,Yes,East Village,1,6883,10012,985521,203953,Existing,1,Manhattan,1-529-1,529,1,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,
5 Bleecker ,Bianca ,Occupied,Unavailable,Restaurant & Bar,Restaurant,"Independent local, Local Chain",$$,European,,,3 - High Quality,2 - Average,5,Good,No,100 ,Street Frontage,0,990,0,0,Step up,1,35,990,28.2857142857143,Standard,Yes,East Village,1,990,10012,986281,203597,Existing,1,Manhattan,1-529-144,529,144,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,
21 Bond St,Paula rubenstein,Occupied,Unavailable,Apparel,Clothing,"Independent local, Local Chain",$$$$,North American,,,2 - Average,2 - Average,4,Average,No,100 ,Street Frontage,0,1800,0,0,None,1,30,1800,60,High,Yes,East Village,1,2500,10012,985912,203880,Existing,1,Manhattan,1-529-20,529,20,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,
31 Bond St,Vacant ,Vacant,Available,Blank,,,,,,,2 - Average,2 - Average,4,Average,No,100 ,Street Frontage,0,2782,0,0,None,1,40,2782,69.55,Standard,Yes,East Village,1,2782,10012,986014,203806,Existing,1,Manhattan,1-529-25,529,25,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,
648 Broadway ,Vacant,Vacant,Available,,,,,,,,3 - High Quality,2 - Average,5,Good,No,100 ,Street Frontage,4000,4000,0,0,None,1,40,8000,200,Standard,Yes,East Village,1,4000,10012,985548,203989,Existing,1,Manhattan,1-529-3,529,3,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,
45 Bond St ,circolo45,Occupied,Unavailable,Restaurant & Bar,Restaurant,"Independent local, Local Chain",$$,European,,,2 - Average,2 - Average,4,Average,No,100 ,Street Frontage,0,1875,0,0,None,1,45,1875,41.6666666666667,High,Yes,East Village,1,1875,10012,986170,203726,Existing,1,Manhattan,1-529-31,529,31,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,
49 Bond Street,Il Buco Vita,Occupied,Unavailable,Restaurant & Bar,Restaurant,"Independent local, Local Chain",$$,European,,,2 - Average,3 - High Quality,5,Good,No,100 ,,0,3140,0,0,None,,,3140,?,Standard,Yes,East Village,1,3140,10012,986214,203702,Existing,1,Manhattan,1-529-33,529,33,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,
650 Broadway ,Wendy's ,Occupied,Unavailable,Restaurant & Bar,Fast Food,National Chain,$$,North American,,,3 - High Quality,2 - Average,5,Good,No,100 ,Street Frontage,0,1850,0,0,None,1,35,1850,52.8571428571429,High,Yes,East Village,1,1850,10012,985556,204023,Existing,1,Manhattan,1-529-4,529,4,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,
3 Bleecker ,Von ,Occupied,Unavailable,Restaurant & Bar,"Bar, Lounge, Club","Independent local, Local Chain",$$,North American,,,3 - High Quality,2 - Average,5,Good,No,100 ,Street Frontage,0,408,0,0,None,1,30,408,13.6,Standard,Yes,East Village,1,408,10012,986301,203589,Existing,1,Manhattan,1-529-43,529,43,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,
7 Bleecker ,Vacant ,Vacant,Available,Blank,,,,,,,2 - Average,2 - Average,4,Average,No,100 ,Street Frontage,0,982,0,0,None,1,40,982,24.55,High,Yes,East Village,1,982,10012,986262,203610,Existing,1,Manhattan,1-529-45,529,45,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,
9 Bleecker St ,Overthrow Boxing Club,Occupied,Unavailable,Gym,Gym,"Independent local, Local Chain",$$,North American,,,3 - High Quality,2 - Average,5,Good,No,100 ,Street Frontage,0,1119,0,0,None,1,40,1119,27.975,Standard,Yes,East Village,1,1119,10012,986241,203616,Existing,1,Manhattan,1-529-46,529,46,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,
11 Bleecker ,Quartino ,Occupied,Unavailable,Restaurant & Bar,Restaurant,Regional Chain,$$,European,,,3 - High Quality,2 - Average,5,Good,No,100 ,Street Frontage,0,900,0,0,None,1,30,900,30,Standard,Yes,East Village,1,900,10012,986222,203624,Existing,1,Manhattan,1-529-47,529,47,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,
15 Bleecker St ,Ina Noho ,Occupied,Unavailable,Apparel,Clothing,"Independent local, Local Chain",$$$$,European,,,3 - High Quality,3 - High Quality,6,Prime,No,100 ,Street Frontage,0,1400,0,0,None,1,50,1400,28,Standard,Yes,East Village,1,1400,10012,986181,203639,Existing,1,Manhattan,1-529-49,529,49,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,
652 Broadway ,Vacant,Vacant,Available,,,,,,,,3 - High Quality,2 - Average,5,Good,No,100 ,Street Frontage,0,3200,0,0,None,1,30,3200,106.666666666667,High,Yes,East Village,1,3200,10012,985572,204047,Existing,1,Manhattan,1-529-5,529,5,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,
17 Bleecker Street,Shoes,Occupied,Unavailable,Apparel,Shoes,"Independent local, Local Chain",$$,North American,,,1-Low End,1- Low End,2,Teriary,No,100 ,Street Frontage,0,2500,0,0,None,1,30,2500,83.3333333333333,Standard,Yes,East Village,1,2500,10012,986152,203650,Existing,1,Manhattan,1-529-50,529,50,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,
31 Bleecker ,Vacant ,Vacant,Available,Blank,,,,,,,3 - High Quality,2 - Average,5,Good,No,100 ,Street Frontage,0,4200,0,0,None,1,50,4200,84,Standard,Yes,East Village,1,4200,10012,986046,203689,Existing,1,Manhattan,1-529-55,529,55,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,
33 Bleecker ,Fashion Tenant,Occupied,Unavailable,Apparel,Clothing,"Independent local, Local Chain",$$,North American,,,3 - High Quality,2 - Average,5,Good,No,100 ,Street Frontage,0,9160,0,0,None,1,90,9160,101.777777777778,Standard,Yes,East Village,1,9160,10012,985980,203714,Existing,1,Manhattan,1-529-57,529,57,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,
654 Broadway ,penguin,Occupied,Unavailable,Apparel,Clothing,National Chain,$$$$,North American,,,3 - High Quality,2 - Average,5,Good,No,100 ,Street Frontage,0,2896,0,0,Step up,1,35,2896,82.7428571428571,High,Yes,East Village,1,2900,10012,985588,204071,Existing,1,Manhattan,1-529-6,529,6,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,
41 Bleecker ,Vacant ,Vacant,Available,Blank,,,,,,,3 - High Quality,2 - Average,5,Good,No,100 ,Street Frontage,0,2000,0,0,None,1,50,2000,40,Standard,Yes,East Village,1,2000,10012,985913,203741,Existing,1,Manhattan,1-529-61,529,61,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,
45 Bleecker Street,Lynn Redgrave Theater,Occupied,Unavailable,Other Services,,"Independent local, Local Chain",$$,North American,,,2 - Average,2 - Average,4,Average,No,100 ,Street Frontage,0,6000,0,0,None,,,6000,?,Standard,Yes,East Village,1,6000,10012,985859,203769,Existing,1,Manhattan,1-529-62,529,62,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,
656 Broadway ,TD Bank,Occupied,Available,Bank,Bank,National Chain,$$,North American,,,2 - Average,2 - Average,4,Average,Yes,100 ,Street Frontage,0,7698,0,0,None,1,100,7698,76.98,High,Yes,East Village,1,7698,10012,985612,204110,Existing,1,Manhattan,1-529-7501,529,7501,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,
7 bond st,optique,Occupied,Unavailable,Accessories,Jewelry,"Independent local, Local Chain",$$,North American,,,2 - Average,2 - Average,4,Average,No,100 ,Street Frontage,0,1000,0,0,Step up,1,30,1000,33.3333333333333,Standard,Yes,East Village,1,1000,10012,985756,203982,Existing,1,Manhattan,1-529-7502,529,7502,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,
19 Bond Street,Grande Central ,Occupied,Unavailable,Household Goods,Home Decor,National Chain,$$,North American,,,2 - Average,2 - Average,4,Average,Yes,100 ,Street Frontage,0,3000,0,0,None,1,45,3000,66.6666666666667,Standard,Yes,East Village,1,3000,10012,985884,203906,Existing,1,Manhattan,1-529-7503,529,7503,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,
1 Bond Street,blick art materials ,Occupied,Unavailable,"Office Supplies, Postal Supplies, and Services",School Supplies,"Independent local, Local Chain",$$,North American,,,2 - Average,2 - Average,4,Average,No,100 ,Street Frontage,0,4199,0,4199,Step up,2,60,8398,139.966666666667,Standard,Yes,East Village,1,8398,10012,985702,204017,Existing,1,Manhattan,1-529-7504,529,7504,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,
